S10314040#20627900 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0,0.292,0.16,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.813,0.333,0.8,0.8,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.138,0,0.069,0.31,0.327,0.154,match
21576592#S10319843 ==> 0,0.225,0,0.5,0.921,0.5,0.902,0.938,0.707,?,0,0,0,0.686,0.213,0.252,?,0,0.225,0,0.5,0.783,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.74,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.141,0,0.182,0.616,0.274,0.321,match
S10327140#21188779 ==> ?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.585,0.222,0.403,0.533,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.112,0,0.467,0.781,0.277,0.639,match
20974891#S10341432 ==> 0,0.225,0,0.5,0.815,0.5,0.906,0.938,0.707,?,0,0,0,0.674,0.085,0,?,0,0.225,0,0.5,0.777,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.878,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.676,0.5,0.875,0.917,0.707,?,0.369,0,0.545,0.878,0.526,0.717,match
S10347074#20976020 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0,0.52,0.23,0.334,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0.663,0.375,0.333,0.333,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.338,0,0.412,0.579,0.414,0.585,match
20659784#S10375781 ==> 0,0.225,0,0.5,0.82,0.5,0.906,0.938,0.707,?,0,0,0,0.46,0.471,0.218,?,0,0.225,0,0.5,0.783,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.878,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.6,0.25,0.52,0.433,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.731,0.5,0.875,0.917,0.707,?,0.111,0,0.222,0.615,0.158,0.364,match
20659774#S10375782 ==> 0,0.225,0,0.5,0.921,0.5,0.902,0.938,0.707,?,0,0,0,0.442,0.471,0.345,?,0,0.225,0,0.5,0.92,0.5,0.895,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.757,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.6,0.25,0.52,0.433,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.715,0.5,0.875,0.917,0.707,?,0.111,0,0.222,0.597,0.161,0.364,match
20449262#S10376142 ==> 0,0.225,0,0.5,0.815,0.5,0.906,0.938,0.707,?,0,0,0,0.3,0.4,0.279,?,0,0.225,0,0.5,0.92,0.5,0.895,0.933,0.707,?,0,0.225,0,0.5,0.749,0.5,0.893,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.878,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.289,0,0.294,0.911,0.388,0.51,match
20682201#S10376587 ==> 0,0.225,0,0.5,0.863,0.5,0.906,0.938,0.707,?,0,0,0.167,0.783,0.477,0.569,?,0,0.225,0,0.5,0.837,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.878,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.852,0.333,0.667,0.833,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.917,0.5,0.867,0.917,0.707,?,0.252,0,0.5,0.606,0.38,0.672,match
S10377952#19524867 ==> 0,0.225,0,0.5,0.773,0.5,1,0.938,0.707,?,0,0,0.091,0.68,0.592,0.192,?,0,0.225,0,0.5,0.92,0.5,0.933,0.933,0.707,?,0,0.225,0,0.5,0.686,0.5,1,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.717,0,0.6,0.718,0.651,0.756,match
20690263#S10391441 ==> 0,0.225,0,0.5,0.861,0.5,0.906,0.938,0.707,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.84,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.815,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.368,0,0.667,0.871,0.762,0.833,0.847,0.816,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.286,0,0.139,0.766,0.463,0.268,match
20627841#S10413567 ==> ?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.417,0,0.423,0.875,0.649,0.623,match
S10431455#20746133 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0.111,0.553,0.215,0.392,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.293,0,0.333,0.496,0.136,0.338,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.318,0,0.24,0.563,0.312,0.392,match
S10431474#20746138 ==> ?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.293,0,0.333,0.496,0.136,0.338,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.27,0,0.2,0.55,0.303,0.364,match
S10440395#20659832 ==> 0,0.225,0,0.5,0.84,0.5,1,0.938,0.707,?,0,0,0,0.35,0.232,0,?,0,0.225,0,0.5,0.813,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.276,0,0.315,0.747,0.3,0.497,match
26965956#S10454455 ==> 0,0.225,0,0.5,0.768,0.5,0.906,0.938,0.707,?,0,0,0.25,0.781,0.626,0.647,?,0,0.225,0,0.5,0.92,0.5,0.895,0.933,0.707,?,0,0.225,0,0.5,0.679,0.5,0.893,0.929,0.707,?,0,0.225,0,0.5,0.74,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.368,0,0.333,0.547,0.12,0.344,0.622,0.577,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.343,0,0.476,0.887,0.356,0.674,match
17811862#S10456495 ==> 0,0.225,0,0.5,0.921,0.5,0.902,0.938,0.707,?,0,0,0.083,0.587,0.226,0.158,?,0,0.225,0,0.5,0.92,0.5,0.895,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.781,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.5,0,1,0.578,0.375,0.671,0.7,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.354,0,0.2,0.708,0.306,0.444,match
S10469415#16655439 ==> ?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.369,0,0.286,0.705,0.595,0.471,match
S10469498#20751052 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0.167,0.493,0.345,0.568,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.408,0.52,0,0.667,0.964,0.727,1,0.938,0.816,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.277,0,0.364,0.795,0.171,0.535,match
23136293#S10469935 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0,0.333,0.2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.564,0,0.571,0.916,0.617,0.784,match
S10649392#20746093 ==> 0,0.225,0,0.5,0.921,0.5,0.938,0.938,0.707,?,0,0,0.083,0.733,0.333,0.327,?,0,0.225,0,0.5,0.745,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.609,0,0.375,0.803,0.475,0.548,match
S10649962#30098160 ==> 0,0.225,0,0.5,0.921,0.5,0.938,0.938,0.707,?,0,0,0,0.407,0.291,0.176,?,0,0.225,0,0.5,0.731,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.265,0,0.5,0.415,0.337,0.69,match
S10652558#23143344 ==> 0,0.225,0,0.5,0.4,0.5,1,0.938,0.707,?,0,0,0.188,0.601,0.171,0.423,?,0,0.225,0,0.5,0.3,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.838,0.5,1,0.929,0.707,?,0,0.368,0,0.333,0.768,0.333,0.917,0.846,0.577,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.917,0.5,0.917,0.917,0.707,?,0.252,0,0.286,0.445,0.232,0.447,match
S10662924#20699123 ==> 0,0.225,0,0.5,0.921,0.5,0.938,0.938,0.707,?,0,0,0,0.545,0.08,0,?,0,0.225,0,0.5,0.837,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0.408,0.52,0,0.667,0.97,0.773,0.938,0.941,0.816,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.775,0.5,1,0.917,0.707,?,0.322,0,0.3,0.504,0.295,0.467,match
S10664405#20452294 ==> 0,0.225,0,0.5,0.921,0.5,0.938,0.938,0.707,?,0,0,0.143,0.607,0.265,0.25,?,0,0.225,0,0.5,0.92,0.5,0.933,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.805,0.5,1,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.917,0.5,0.917,0.917,0.707,?,0.5,0,0.5,0.442,0.783,0.707,match
14006004#S10667150 ==> ?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.378,0,0.3,0.774,0.337,0.485,match
21011540#S10668404 ==> 0,0.225,0,0.5,0.79,0.5,0.906,0.938,0.707,?,0,0,0.1,0.557,0.229,0.36,?,0,0.225,0,0.5,0.752,0.5,0.9,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.887,0.929,0.707,?,0,0.225,0,0.5,0.74,0.5,0.885,0.923,0.707,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.29,0,0.333,0.785,0.512,0.516,match
S10668567#16422767 ==> 0,0.225,0,0.5,0.84,0.5,1,0.938,0.707,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.92,0.5,0.933,0.933,0.707,?,0,0.225,0,0.5,0.786,0.5,1,0.929,0.707,?,0,0.225,0,0.5,0.815,0.5,1,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0.7,0.333,0.167,0.167,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.27,0,0.267,0.517,0.488,0.436,match
23143633#S10680708 ==> ?,?,?,?,?,?,?,?,?,?,0,0,0.2,0.475,0.25,0.354,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.231,0,0.231,0.811,0.461,0.417,match
S10681949#20627885 ==> 0,0.225,0,0.5,0.921,0.5,0.938,0.938,0.707,?,0,0,0.083,0.733,0.333,0.327,?,0,0.225,0,0.5,0.801,0.5,1,0.933,0.707,?,0,0.225,0,0.5,0.919,0.5,0.929,0.929,0.707,?,0,0.225,0,0.5,0.918,0.5,0.923,0.923,0.707,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.905,0.45,0.589,0.889,0.707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.225,0,0.5,0.917,0.5,0.917,0.917,0.707,?,0.354,0,0.412,0.588,0.6,0.619,match
